name,address,phone,timestamp,product1,unit_price1,quantity1,product2,unit_price2,quantity2,product3,unit_price3,quantity3
"Tina Sanchez","207 Scott Trace Apt. 949, New Kevinview, AL 64994","001-380-482-6807","2022-08-14 03:19:29","Commodore 64",71.48,1,"",0.00,0,"",0.00,0
"Michael Soto","Unit 9219 Box 0948, DPO AA 84149","2404795811","2022-07-27 20:33:40","Commodore 64",60.37,1,"",0.00,0,"",0.00,0
"Kathleen Simmons","151 Morton Square, Lake Michellehaven, AZ 99189","(722)608-4237","2022-07-02 06:41:07","Commodore 64",71.48,1,"Acorn Atom",104.60,1,"",0.00,0
"Alan Contreras","0679 Renee Port, Davidbury, PA 44759","+1-553-078-5924","2022-09-24 19:24:04","Amiga",84.24,1,"",0.00,0,"",0.00,0
"Jeremy Baker","553 Cooper Glens, Port Jackbury, AZ 61237","001-257-604-5080","2022-07-23 10:24:06","Commodore 64",71.48,1,"",0.00,0,"",0.00,0
"Sheila Gardner","6752 Murphy Shores, Meghanberg, SD 82538","(557)714-3516","2022-09-07 23:42:10","Apple II",52.82,1,"Commodore 64",79.25,1,"Timex Computer 2068",71.26,1
"Kristi Alexander","PSC 3710, Box 6282, APO AA 12945","904.527.7670","2022-11-24 12:38:27","PC-6000",54.76,1,"",0.00,0,"",0.00,0
"Ryan Mack","988 Navarro Route Suite 609, Lake Monicaside, SC 99062","001-471-481-7078","2022-05-07 13:14:52","ZX Spectrum",120.78,1,"",0.00,0,"",0.00,0
"Donna Baker","33090 Ford Roads Apt. 017, Rodriguezland, GU 81389","612-248-9353","2022-09-11 11:52:49","Apple II",52.90,1,"Commodore 64",71.48,1,"",0.00,0
"Kelly Barrett","PSC 2046, Box 6762, APO AP 99532","(770)858-3949","2022-03-18 07:13:32","ZX Spectrum",120.78,1,"",0.00,0,"",0.00,0
"Benjamin James","121 Lonnie Crest, Virginiafort, MI 90531","+1-311-791-5359","2022-10-17 02:48:07","BBC Micro",55.51,1,"",0.00,0,"",0.00,0
"Timothy Torres","1120 Micheal Fields Apt. 710, Lake Linda, LA 95223","548.148.1723","2022-10-31 15:29:52","ZX Spectrum",120.78,2,"",0.00,0,"",0.00,0
"Austin Moran","89851 Katelyn Land, Chapmanport, DE 62031","360.300.0147","2022-07-14 18:08:59","Commodore 64",71.48,1,"",0.00,0,"",0.00,0
"Michael Cohen","0401 Mcgee Plains Apt. 149, South Elizabethville, DC 34663","+1-478-686-4061","2022-04-26 09:11:38","Amiga",75.33,1,"PCW",127.26,1,"",0.00,0
"Shelby Ponce","040 Gonzales Trace, North Karenburgh, MO 10173","(847)448-4228","2022-07-16 20:44:56","Amiga",70.08,1,"",0.00,0,"",0.00,0
"Jacqueline Simon","782 Garcia Mission, East Davidton, UT 88881","001-923-206-3496","2022-07-03 22:09:07","Amiga",84.24,1,"",0.00,0,"",0.00,0
"Kayla Oneill","852 Scott Extensions Suite 839, Carrollhaven, NC 94917","(974)349-8606","2022-03-25 08:40:38","BBC Micro",55.51,1,"Enterprise 64",100.55,1,"",0.00,0
"Andrew Edwards","USCGC Lopez, FPO AP 47259","232-348-4066","2022-04-30 05:10:46","Amiga",84.24,1,"",0.00,0,"",0.00,0
"Denise Richards","8451 Jennifer Glens Apt. 671, South Travis, NJ 66456","0889399867","2022-03-12 01:59:15","Amiga",84.24,1,"",0.00,0,"",0.00,0
"Mr. George Oneal","88630 Daniel Ports Apt. 462, Lake Alexanderchester, OH 33265","233.191.9462","2022-11-23 16:47:07","ZX Spectrum",128.99,1,"",0.00,0,"",0.00,0
"Robert Shaw","7689 Burns Alley, South Heather, VA 73972","+1-565-887-3125","2022-04-29 04:02:19","ZX Spectrum",120.78,1,"Commodore 64",60.68,1,"",0.00,0
"Megan Farmer","4763 Mccall Orchard, West Barbarachester, NE 23051","678.763.0877","2022-09-07 17:11:56","Apple II",52.90,1,"",0.00,0,"",0.00,0
"Hannah Mcintosh","10872 Christina Parkway, Cruzland, MD 52281","+1-138-235-0450","2022-05-04 23:43:48","Amiga",84.24,1,"",0.00,0,"",0.00,0
"Cheryl Berg","40214 Patel Center Suite 592, East Ricky, WV 48048","278.523.9732","2022-01-11 00:55:16","Commodore 64",71.48,1,"",0.00,0,"",0.00,0
"Andrew Williams","263 Ray Creek, Huntland, WI 43448","(854)079-5913","2022-10-26 18:23:12","Commodore 64",71.48,1,"",0.00,0,"",0.00,0
"Maria Maldonado","5660 John Valley Apt. 013, Lake Travisfort, WI 48122","(268)391-0858","2022-03-12 15:21:52","Commodore 64",71.48,1,"",0.00,0,"",0.00,0
"Tina Stewart","24979 Bruce Field Suite 503, South Daniellechester, WI 32830","(678)326-1860","2022-04-04 23:53:57","Amiga",84.24,1,"",0.00,0,"",0.00,0
"George Ford","USCGC Castro, FPO AE 70585","(124)856-9374","2022-02-08 02:07:30","Amiga",90.57,1,"",0.00,0,"",0.00,0
"Christine Washington","356 Carter Path Apt. 208, Lake Terrence, NC 00989","(662)957-3888","2022-07-19 07:14:08","Commodore 64",80.45,1,"",0.00,0,"",0.00,0
"Scott Aguilar","59047 Daniel Flats, North Evanside, RI 86267","001-162-032-6029","2022-08-29 00:11:40","Apple II",52.90,1,"",0.00,0,"",0.00,0
"Vanessa Mitchell DDS","218 Roger Cove Suite 158, Harrisfurt, WI 30045","4412282761","2022-04-18 08:48:59","Exidy Sorcerer",95.76,2,"Commodore 64",79.71,1,"TRS-80 Color Computer 2",85.80,1
"John Flynn","5967 Richards Mount Apt. 878, New Davidtown, CO 45965","374.069.9901","2022-03-10 14:18:30","Amiga",84.24,1,"",0.00,0,"",0.00,0
"Christopher Garcia","234 Ingram Park, South Melindafort, AS 80754","620-092-2010","2022-05-26 05:54:28","ZX Spectrum",120.78,1,"",0.00,0,"",0.00,0
"Gabrielle Carroll","85728 Heather Flat, Port Samuel, GA 76966","0321591328","2022-08-03 23:51:51","Apple II",52.90,1,"",0.00,0,"",0.00,0
"Robert Molina","52669 James Causeway, Michaelhaven, KS 13284","777-678-1922","2022-03-27 23:32:42","Apple II",60.56,1,"",0.00,0,"",0.00,0
"Jon Beck","3969 Garcia Ports, New Toddland, MP 83245","+1-778-307-1530","2022-08-19 23:03:29","Commodore 64",71.48,1,"",0.00,0,"",0.00,0
"Candace Wilson","77519 Anderson Estates, Connerchester, OR 49121","(966)580-4815","2022-08-24 19:23:56","Commodore 64",71.48,1,"",0.00,0,"",0.00,0
"Eric Paul","PSC 4901, Box 5331, APO AP 16063","6646915825","2022-10-24 12:59:21","Commodore 64",79.10,1,"",0.00,0,"",0.00,0
"Michael Murphy","45535 Allison Wells Suite 675, North Kevinside, WY 88478","001-407-765-1324","2022-10-29 03:26:13","ZX Spectrum",120.78,1,"",0.00,0,"",0.00,0
"Mark Atkins","9527 Garrett Tunnel Apt. 342, East Carriemouth, ID 45606","(300)351-5071","2022-07-27 16:25:47","Commodore 64",71.48,1,"",0.00,0,"",0.00,0
"Gregory Zimmerman","97772 Davis Corner Apt. 206, Robertsside, NH 48551","+1-131-474-3207","2022-03-10 23:38:42","Commodore 64",71.48,1,"",0.00,0,"",0.00,0
"Dorothy Morris","55194 Donald Gardens, Jennastad, NH 64558","001-330-539-4740","2022-02-23 08:08:42","ZX Spectrum",120.78,1,"",0.00,0,"",0.00,0
"Ellen Nelson","1923 Kevin Walks Apt. 097, New Henry, IN 97378","001-320-089-8153","2022-02-26 07:09:55","Apple II",52.90,1,"",0.00,0,"",0.00,0
"Jorge Molina","7072 Robert Ville, Katiemouth, AS 40835","+1-534-013-3670","2022-07-31 06:55:31","Commodore 64",71.48,1,"",0.00,0,"",0.00,0
"Caitlin Odonnell","98519 Jessica Burg Suite 372, Leetown, OR 81538","+1-728-746-9507","2022-06-04 12:55:13","ZX Spectrum",120.78,1,"",0.00,0,"",0.00,0
"Jessica Gonzalez","17948 Ho Manor Apt. 677, New John, KY 60396","327.768.5074","2022-10-04 21:33:35","Commodore 64",71.48,1,"",0.00,0,"",0.00,0
"Tracy Smith MD","016 Douglas Stravenue, Lake Amberton, AR 30949","348-372-7969","2022-09-25 04:57:15","Ivel Ultra",79.79,1,"",0.00,0,"",0.00,0
"Emily Turner","39491 Esparza Drive, North Kathryn, IN 56448","+1-763-685-4263","2022-04-08 05:15:54","Atari 1200XL",78.30,1,"",0.00,0,"",0.00,0
"Jeremy Baker","553 Cooper Glens, Port Jackbury, AZ 61237","001-257-604-5080","2022-11-05 17:10:46","ZX Spectrum",132.32,1,"",0.00,0,"",0.00,0
"Marie Yoder","USNV Lopez, FPO AA 30269","761-762-8734","2022-03-28 20:34:02","Commodore 64",71.21,1,"Amiga",94.55,1,"",0.00,0
"Dawn Morrison","USS Davis, FPO AA 25829","+1-050-835-2295","2022-01-24 15:18:07","Amiga",84.24,1,"CEC-I Zhonghua",81.59,1,"",0.00,0
"Stephanie Stewart","091 Fernandez Lights, Foxberg, IN 34840","+1-916-874-3658","2022-03-13 13:41:10","Amiga",84.24,2,"Commodore 64",71.48,1,"",0.00,0
"Breanna Gray","92357 Brewer Hill Suite 647, Martinezburgh, NE 88433","+1-057-810-0396","2022-02-21 16:16:35","AGAT-9",124.16,1,"",0.00,0,"",0.00,0
"Kimberly Snyder","464 Amanda Circle Apt. 171, South Joshua, IN 45522","991-276-1998","2022-05-25 17:42:54","ZX Spectrum",120.78,1,"Amiga",84.24,1,"",0.00,0
"Stephanie Armstrong","753 Mary Keys, Buchananland, MN 96475","962-294-8024","2022-10-05 18:01:36","TK82C",45.15,1,"",0.00,0,"",0.00,0
"Elijah Petersen","52867 Miguel Mountain, North Andrew, CA 34187","001-852-166-5417","2022-10-22 01:30:37","Commodore 64",71.48,1,"",0.00,0,"",0.00,0
"Anna Liu","4739 Tara Overpass Apt. 768, Gregoryville, NJ 96794","(316)572-3636","2022-05-02 19:12:29","Amiga",84.24,1,"Apple II",52.90,2,"ZX Spectrum",120.78,1
"Tammy Tran","049 Le Pines Suite 805, Reyesview, DC 85653","+1-049-381-7928","2022-12-03 02:49:18","Amiga",84.24,1,"",0.00,0,"",0.00,0
"Angel Porter","251 Wilkinson Plains, Lake Leahchester, VA 99391","585-952-8595","2022-10-13 14:58:14","Amiga",84.99,1,"",0.00,0,"",0.00,0
"Nancy Hart","9090 Weiss Groves Suite 047, North Michaelchester, RI 06298","(868)621-2947","2022-11-17 13:49:55","Amiga",84.24,1,"",0.00,0,"",0.00,0
"Ricky Burton Jr.","42250 Webster Union, West Robertton, AS 02307","092.958.5166","2022-12-24 11:17:30","ZX Spectrum",120.78,1,"",0.00,0,"",0.00,0
"Mason Monroe","1389 Kimberly Lane Apt. 475, Port Melissashire, OR 64583","259-565-4845","2022-03-26 13:20:30","Commodore 64",71.48,1,"",0.00,0,"",0.00,0
"Eddie Montes","002 Lane Manors Suite 193, Cooperstad, MP 89756","179-963-5389","2022-07-20 18:59:24","Amiga",89.96,1,"",0.00,0,"",0.00,0
"Justin Diaz","023 Medina Glens, Robinsonland, GA 11292","001-667-568-3165","2022-04-28 11:01:07","Commodore 64",82.02,1,"BBC Micro",55.51,1,"",0.00,0
"Cynthia Mcbride","USNS Evans, FPO AA 31710","001-121-405-7086","2022-10-28 01:11:30","Commodore 64",71.48,1,"",0.00,0,"",0.00,0
"Shane Stewart","3595 Nathaniel Pine, Lake Kelly, TN 93814","330.952.6916","2022-07-21 07:43:41","Apple II",52.90,1,"",0.00,0,"",0.00,0
"Jennifer Hayden","122 Maria Prairie Apt. 136, West Jimmouth, GU 04738","(144)446-2503","2022-05-04 05:09:31","Amiga",84.24,1,"",0.00,0,"",0.00,0
"Jill Ramirez","4298 Rogers Avenue Apt. 275, North Timothy, GA 76650","837-711-9221","2022-02-26 06:36:34","Amiga",84.24,2,"",0.00,0,"",0.00,0
"Francisco Mccoy","0450 Chelsea Inlet, Garytown, WA 83142","001-800-252-4654","2022-01-17 10:22:10","CEC-I Zhonghua",65.35,2,"",0.00,0,"",0.00,0
"William Johnson","USS Bryant, FPO AA 35170","(980)280-9801","2022-07-23 16:52:24","ZX Spectrum",120.78,1,"",0.00,0,"",0.00,0
"Roger Nielsen","90950 Kimberly Camp Apt. 302, Victorside, VT 89626","120-292-1366","2022-05-15 06:13:31","Commodore 64",71.48,1,"",0.00,0,"",0.00,0
"Laura Reyes","7643 Richard Oval, North Dennisstad, AR 71343","+1-510-515-8898","2022-04-27 22:02:53","Apple II",52.90,1,"",0.00,0,"",0.00,0
"Keith Hardy","12966 David Pines, Johnsonport, PW 46814","001-784-988-3063","2022-05-03 05:03:27","Commodore 64",71.48,1,"",0.00,0,"",0.00,0
"Nicole Hughes","4714 Nicholas Islands Apt. 773, Ramireztown, MO 88143","159-170-2251","2022-01-31 00:45:49","BBC Micro",59.13,1,"",0.00,0,"",0.00,0
"Melissa Ward","9243 Darren Tunnel Apt. 739, Edwardbury, OK 64032","462.614.2568","2022-10-25 04:58:31","Amiga",84.24,1,"",0.00,0,"",0.00,0
"Malik Simon","203 Allen Place, New Margaretstad, MO 81168","(639)568-9453","2022-06-28 04:01:42","Commodore 64",71.48,1,"Sord M5",58.23,1,"ZX Spectrum",120.78,1
"Jason Knox","87696 Brian Summit, Huertastad, SC 31872","503.594.1782","2022-02-13 18:36:00","Commodore 64",80.34,1,"ZX Spectrum",120.78,1,"Apple II",52.90,1
"Cynthia Mcbride","USNS Evans, FPO AA 31710","001-121-405-7086","2022-05-02 07:02:30","Commodore 64",71.48,1,"",0.00,0,"",0.00,0
"Susan Schmidt","837 Shaw Mews Apt. 815, West Linda, OH 59604","+1-530-665-2925","2022-07-07 18:05:19","Commodore 64",71.48,2,"",0.00,0,"",0.00,0
"Mr. Jorge Stewart","4748 Walsh Path, Reedbury, MA 67031","196-426-6914","2022-12-08 06:47:49","Amiga",73.72,1,"",0.00,0,"",0.00,0
"Beth Hendrix","576 Shannon Ferry, Jeffersonshire, HI 19761","340.417.9604","2022-06-11 04:02:14","Commodore 64",71.06,1,"",0.00,0,"",0.00,0
"Richard Wang","036 Sherman Oval, Carterville, CT 15226","001-258-717-7818","2022-12-02 12:12:58","ZX Spectrum",120.78,1,"",0.00,0,"",0.00,0
"Matthew Perez","88629 Collins Fork Apt. 887, Joshuahaven, CT 22666","220-320-3647","2022-07-17 05:28:35","Atari 400",48.49,1,"",0.00,0,"",0.00,0
"Gregory Wells","910 Joe Cliffs Apt. 336, West Travis, TN 40813","(438)842-0849","2022-02-07 13:31:39","Amiga",84.24,1,"Commodore 64",71.48,1,"",0.00,0
"George Roy","3737 Lambert Coves Suite 386, Adamstad, GA 67684","1609612522","2022-04-22 21:17:45","Amiga",100.61,1,"",0.00,0,"",0.00,0
"Kenneth Phillips","2662 Hernandez Heights Apt. 169, Jessicaland, TN 00960","001-286-911-7473","2022-03-17 22:46:32","ZX Spectrum",120.78,1,"Commodore 64",71.48,1,"",0.00,0
"Peter Figueroa","70045 Ricky Radial Suite 304, East Brandyfort, ND 02055","108-897-5186","2022-04-27 04:02:17","ZX Spectrum",120.78,1,"",0.00,0,"",0.00,0
"Heidi Shaffer","84678 Kimberly Skyway Suite 702, North Jasonside, OR 88033","7366672113","2022-02-04 05:37:20","Apple II",52.90,1,"",0.00,0,"",0.00,0
"Ashley Rush","193 Jennifer Key Apt. 164, West Josephfurt, UT 81933","689-568-8666","2022-06-27 22:35:57","ZX Spectrum",120.78,1,"",0.00,0,"",0.00,0
"Adam Turner","50058 Cox Crescent, New Christopherview, PW 85645","+1-792-201-8147","2022-12-06 21:22:09","Commodore 64",71.48,1,"",0.00,0,"",0.00,0
"Lindsey Pacheco","1705 Morris Inlet Apt. 932, Starkborough, MS 32710","(561)229-4959","2022-05-31 22:37:25","Amiga",84.24,1,"",0.00,0,"",0.00,0
"Jason Parks","7541 Morgan Knolls, New Jasonfort, IL 48706","+1-599-398-6445","2022-05-18 13:50:40","Amiga",84.24,1,"",0.00,0,"",0.00,0
"Jamie Matthews","904 Kramer Street Apt. 523, Danielborough, MN 42283","001-992-920-8321","2022-01-10 05:44:31","Commodore 64",63.58,1,"",0.00,0,"",0.00,0
"George Johnson","3768 Michael Station Suite 962, Stephanieside, NH 63272","+1-032-502-8627","2022-07-19 11:08:20","Commodore 64",71.48,1,"",0.00,0,"",0.00,0
"James Curry","71545 Woods Lakes, West Joseph, VI 67452","(379)315-2742","2022-06-09 18:05:22","ZX Spectrum",120.78,1,"",0.00,0,"",0.00,0
"Justin Hall","3115 Nash Wall Suite 340, Ambermouth, IN 85549","745-550-8905","2022-12-20 08:48:24","Amiga",84.24,1,"",0.00,0,"",0.00,0
"Christopher Tran","027 Moore Course Apt. 197, East Raymond, MO 48188","804-542-9516","2022-03-08 21:28:16","Apple II",52.90,1,"Commodore 64",71.48,2,"",0.00,0
"John Maxwell","0309 Rachel Island Apt. 246, South Christophertown, AL 16044","001-132-293-1251","2022-09-08 10:09:39","Sinclair QL",63.42,1,"",0.00,0,"",0.00,0
"Ronald Roberts","1370 Riley Place Suite 579, East David, WA 47119","001-513-866-0170","2022-11-22 19:11:47","Amiga",70.33,1,"",0.00,0,"",0.00,0
"Evan Tucker","400 Stephanie Vista, Spencerside, PR 11277","738-039-8803","2022-02-16 19:56:51","FM Towns",117.38,1,"",0.00,0,"",0.00,0
"Mark Fox","9850 Michelle Underpass, Lynchstad, AS 35414","688-800-8275","2022-10-23 15:02:54","Commodore 64",71.48,1,"",0.00,0,"",0.00,0
"Kathy Whitehead","Unit 5841 Box 8621, DPO AA 29459","001-822-068-4539","2022-05-12 04:01:22","ZX Spectrum",113.41,1,"",0.00,0,"",0.00,0
"Patrick Bonilla","6597 Teresa Loaf Apt. 794, Schultzview, HI 55647","920.824.3364","2022-10-26 07:27:55","Apple II",52.38,1,"",0.00,0,"",0.00,0
"David Edwards","4345 Hannah Dale Apt. 893, West Richard, FL 91138","6802263914","2022-04-03 19:22:44","Amiga",84.24,1,"Commodore 64",81.33,1,"ZX Spectrum",138.42,1
"Laura Mann","325 Deborah Square Apt. 766, Sarahfort, TX 78897","347.082.8275","2022-10-08 23:33:18","Commodore 64",71.48,1,"",0.00,0,"",0.00,0
"Jeremiah Mcdaniel","343 Lisa Haven, Brownfurt, CO 08085","189.547.1161","2022-04-19 13:52:03","ZX Spectrum",120.78,1,"Commodore 64",71.48,1,"",0.00,0
"Jamie Mclaughlin","8323 Murphy Crest, Blakeborough, CA 29354","001-652-816-7111","2022-02-22 09:07:34","Commodore 64",83.15,1,"",0.00,0,"",0.00,0
"Danielle Patrick","97305 Charles Brooks Suite 916, Mcdonaldburgh, WA 13742","821.563.0484","2022-04-14 09:21:13","Amiga",84.24,1,"",0.00,0,"",0.00,0
"Daniel Leonard DDS","4031 Anna Parks Apt. 457, North Gabriel, WI 67011","761-856-0934","2022-07-12 17:16:25","Commodore 64",71.48,1,"Apple II",52.90,1,"",0.00,0
"Haley Hale","256 Alicia Parkways Apt. 121, New Tina, NJ 52569","+1-465-238-7945","2022-02-02 02:40:30","Amiga",84.24,1,"",0.00,0,"",0.00,0
"Judy Morrison","0053 Long Vista Apt. 247, Clarkside, MO 61808","599.141.2166","2022-12-14 05:12:21","Commodore 64",68.91,1,"",0.00,0,"",0.00,0
"Chelsea Velez","4292 Linda Light, West Williamhaven, TX 62681","(318)572-9393","2022-06-14 14:51:25","Apple II",54.46,1,"",0.00,0,"",0.00,0
"Angela Thompson","0616 Ryan Circles Suite 626, Heathershire, SC 39373","652.193.5259","2022-10-23 00:21:22","Commodore 64",71.48,1,"",0.00,0,"",0.00,0
"Ronnie Serrano","856 Ware Shoal Apt. 077, Annton, WI 21008","+1-366-157-3178","2022-08-20 10:49:36","Commodore 64",71.48,1,"",0.00,0,"",0.00,0
"David Ellison","2274 Nguyen Circles, Lindaburgh, WY 12784","5018454323","2022-01-24 15:50:45","Amiga",84.24,1,"",0.00,0,"",0.00,0
"Stephanie Cruz","28917 Stacey Alley Suite 005, Fitzgeraldchester, GU 55834","036-138-4679","2022-12-12 15:44:01","Grundy NewBrain",92.73,1,"",0.00,0,"",0.00,0
"George Murphy","016 Sims Garden Suite 914, Wallerfurt, NV 17765","890.237.0397","2022-07-26 19:51:02","Amiga",84.24,1,"",0.00,0,"",0.00,0
"Antonio Rodgers","01393 Timothy Alley Apt. 943, Lake Eric, MT 42037","+1-333-912-1921","2022-07-27 03:43:48","Commodore 64",71.48,1,"",0.00,0,"",0.00,0
"John Stephens","82021 Bauer Creek Apt. 621, East William, AL 22447","+1-693-156-1719","2022-07-22 13:29:22","Amiga",84.24,1,"",0.00,0,"",0.00,0
"Teresa Franklin","90820 Brian Meadows, Kingstad, IL 60257","+1-349-422-1161","2022-11-02 04:44:10","Amiga",96.17,1,"",0.00,0,"",0.00,0
"Michael Quinn","5623 Donna Cliffs Suite 189, Kyleberg, MH 11847","001-813-895-2049","2022-03-31 02:00:22","ZX Spectrum",120.78,1,"",0.00,0,"",0.00,0
"Ryan Martinez","44153 Angela Stravenue Suite 693, North Jessica, MA 25008","+1-338-005-6144","2022-03-27 03:41:05","Commodore 64",71.48,1,"",0.00,0,"",0.00,0
"Sharon Giles","58702 Williamson Summit Apt. 973, Christinaville, TN 93854","5110983626","2022-06-10 13:55:32","Commodore 64",71.48,1,"",0.00,0,"",0.00,0
"Mary Shaw","98631 Ortiz Via Suite 114, Edwardsside, VT 91993","732-778-7125","2022-01-28 13:29:14","Commodore 64",79.55,1,"",0.00,0,"",0.00,0
"Michael Joseph","33737 John Underpass, Mooreview, TX 43919","001-571-326-4818","2022-04-21 10:31:50","Commodore 64",75.29,1,"Apple II",52.90,1,"",0.00,0
"Megan Cox","5415 Paul Spur, Riceside, WI 64332","233.998.5287","2022-10-05 20:00:34","Commodore 64",71.48,2,"",0.00,0,"",0.00,0
"Stephanie Peterson","PSC 7689, Box 3514, APO AA 65970","+1-927-648-8986","2022-12-18 13:34:58","Amiga",84.24,1,"",0.00,0,"",0.00,0
"Nicholas Barnes","749 Robert Trace Apt. 967, East Victoriashire, NY 23116","5316777227","2022-07-24 23:08:35","Apple II",52.90,1,"",0.00,0,"",0.00,0
"Adam Fowler","15117 Roberta Skyway, South Mallory, MP 04217","4492411770","2022-05-24 02:37:33","Commodore 64",61.57,1,"KC 85",80.04,1,"Apple II",52.90,1
"Misty Mcmahon","9210 Melissa Locks, Perezberg, DC 71489","544-586-4552","2022-12-25 15:26:09","Commodore 64",73.46,1,"Amiga",84.24,1,"BBC Micro",45.10,1
"Shelley Manning","9788 Tanya Circles Apt. 326, South Michaelburgh, RI 75679","286-911-9604","2022-01-21 15:58:41","Commodore 64",71.48,1,"",0.00,0,"",0.00,0
"Edward Green","2489 Brown Mountain, South Sharon, VI 53564","0076757618","2022-05-16 03:16:13","Commodore 64",70.87,1,"Apple IIGS",105.54,1,"",0.00,0
"Jillian Castillo","754 Karen Ports Suite 420, Heathbury, NV 14839","412-973-8219","2022-06-17 10:20:48","Amiga",71.53,1,"TI-99/4A",50.87,1,"",0.00,0
"John Humphrey","803 Obrien Garden, New Michaelview, MD 55676","+1-978-345-4577","2022-10-29 17:44:13","Amiga",84.24,1,"Apple II",52.90,1,"",0.00,0
"Gabriel Lewis","80510 Campbell Dam, Fowlermouth, AZ 23229","+1-529-525-4045","2022-03-08 03:42:59","Commodore 64",59.14,1,"",0.00,0,"",0.00,0
"Paul Brown","292 Moses Cliff, Jackietown, GA 73675","(227)364-7139","2022-05-13 17:15:25","ZX Spectrum",120.78,1,"BBC Micro",53.26,1,"Bally Astrocade",90.42,1
"Tony Fuller","0627 Shaw Prairie, Johnsonborough, NM 14114","001-997-549-0791","2022-10-15 01:35:04","Amiga",84.24,1,"",0.00,0,"",0.00,0
"Lisa Sanchez","689 Giles Road Apt. 958, Kimhaven, AZ 96344","680-055-2138","2022-05-03 13:45:19","ZX Spectrum",120.78,1,"",0.00,0,"",0.00,0
"Lynn Bryan","590 Alyssa Cliffs Apt. 278, Hardinview, AZ 23609","001-228-316-7980","2022-11-01 19:33:56","ZX Spectrum",133.15,1,"",0.00,0,"",0.00,0
"Troy Walker","USS Hansen, FPO AA 31457","+1-784-240-4172","2022-11-01 20:19:29","Commodore 64",71.48,2,"",0.00,0,"",0.00,0
"Natasha Evans","261 Hanson Club, East Elizabethfort, CT 04535","(378)640-3762","2022-11-16 20:43:48","464 Plus",63.30,1,"",0.00,0,"",0.00,0
"Larry Patterson","16319 Wells Cliffs, East Jennifer, HI 17977","426.248.8014","2022-01-04 13:02:30","Commodore 64",71.48,1,"",0.00,0,"",0.00,0
"Jon Ferguson","3904 Martinez Harbor, East Catherineberg, MS 00529","001-915-707-5534","2022-10-05 01:38:15","TI-99/4",95.40,1,"",0.00,0,"",0.00,0
"Joseph Wong","857 Price Coves, Mollybury, MI 63226","7139380418","2022-06-11 23:27:58","Commodore 64",83.78,1,"",0.00,0,"",0.00,0
"Nathan Castillo","18998 Rebecca Pine, Potterport, WY 68727","+1-311-939-2618","2022-07-28 13:17:30","Amiga",93.61,1,"",0.00,0,"",0.00,0
"Tracie Bush","9022 Bailey Divide Suite 571, Bridgetshire, ND 06023","001-746-553-4351","2022-01-24 01:33:54","Commodore 64",63.04,1,"",0.00,0,"",0.00,0
"Courtney Porter","24775 Thomas Brook Apt. 198, East Anthonystad, UT 85806","739-508-0642","2022-10-13 15:00:46","Amiga",85.47,1,"",0.00,0,"",0.00,0
"Samantha Lucas","033 Reyes Drive, New Josephtown, AK 04704","822.690.2919","2022-02-08 09:34:42","Commodore 64",71.48,1,"",0.00,0,"",0.00,0
"Daniel Munoz","80893 Rebecca Course, Lake John, UT 75765","104-755-0892","2022-12-20 11:01:11","Apple II",43.91,1,"",0.00,0,"",0.00,0
"Eric Nguyen","1692 Walter Overpass Apt. 072, Cynthiaville, GU 48301","681.982.1433","2022-10-13 13:34:55","Commodore 64",80.68,1,"",0.00,0,"",0.00,0
"Susan Schmidt","837 Shaw Mews Apt. 815, West Linda, OH 59604","+1-530-665-2925","2022-07-02 07:30:11","Amiga",70.67,1,"",0.00,0,"",0.00,0
"Laura Bailey","7899 Jeffrey Mews, Whitefort, NC 25155","(935)274-4127","2022-06-26 06:06:39","Amiga",84.24,1,"Commodore 64",71.48,1,"",0.00,0
"Claudia Anderson","7297 Bell Plains, North Nathanview, FL 15580","+1-233-850-3630","2022-03-22 11:56:12","ZX Spectrum",120.78,1,"",0.00,0,"",0.00,0
"Alexander Tucker","936 Little Ridge, Lydiaborough, GA 48788","(948)096-5269","2022-09-03 14:30:25","Apple II",51.94,1,"ZX Spectrum",120.78,1,"",0.00,0
"Steven Johnson","20896 Shaw Lodge, Justinbury, WV 73474","(251)328-5387","2022-08-16 05:41:47","Commodore 64",71.48,1,"",0.00,0,"",0.00,0
"Penny Anthony","75404 Katelyn Hollow, Port Lauren, KS 96724","(198)446-4058","2022-07-12 19:34:40","Commodore 64",75.38,1,"Apple II",56.50,1,"",0.00,0
"Stephanie Stewart","091 Fernandez Lights, Foxberg, IN 34840","+1-916-874-3658","2022-10-08 08:36:11","Commodore 64",71.48,2,"",0.00,0,"",0.00,0
"James Holland","8892 Jones Wells Apt. 759, Birdton, AS 74908","(805)109-5111","2022-07-19 15:54:39","Amiga",75.43,1,"",0.00,0,"",0.00,0
"Danielle Hughes","95456 Larry Prairie Suite 564, Lake Jason, CT 34520","+1-310-711-0300","2022-01-03 02:12:19","AGAT-9",124.16,1,"",0.00,0,"",0.00,0
"Jerome Scott","USNS Carpenter, FPO AA 38767","(543)220-6922","2022-04-13 20:39:40","ZX Spectrum",130.13,1,"",0.00,0,"",0.00,0
"Carolyn Rogers","859 Kathleen Meadows Suite 641, Dianafort, IL 01345","599-925-8422","2022-04-12 01:14:08","Amiga",84.24,1,"Apple IIGS",105.54,1,"",0.00,0
