customer,product,timestamp,rating,comment
"Raven Brown","ZX Spectrum","2022-06-02 12:00:14",5,""
"Christina Vasquez","Commodore 64","2022-07-27 22:22:30",5,""
"Christina Vasquez","ZX Spectrum","2022-05-26 02:04:10",5,""
"Michael Pugh","TO7","2022-02-22 00:09:42",5,"Nothing under oil anyone church. Whether home letter me three next possible."
"Tiffany Hansen","Commodore 64","2022-01-08 05:11:40",5,""
"Daniel Leonard DDS","Commodore 64","2022-05-12 14:35:04",1,""
"Erik Bailey","Acorn Atom","2022-09-20 00:24:52",5,""
"Erik Bailey","Commodore 64","2022-05-05 19:50:38",4,""
"Charles Kelley","Commodore 64","2022-12-26 12:34:10",4,""
"William Patrick","Apple II","2022-05-23 00:32:57",4,""
"William Patrick","Commodore 64","2022-09-24 16:48:15",1,"Wind structure open off prepare. Figure after realize house walk. Best American animal possible parent remain skill."
"William Patrick","Pecom 32","2022-12-05 10:52:22",5,""
"Thomas Armstrong","Apple II Plus","2022-09-25 22:51:23",4,"Election describe nation two cut money understand. Wish ten instead. Contain deep couple stand increase. Oil picture information herself think administration above fact."
"Thomas Armstrong","Commodore 64","2022-07-04 04:02:33",3,"Firm time activity prevent time record. Company concern station create between quickly commercial."
"Sandra Ray","Apple II","2022-09-19 14:37:31",5,"Certain bed consider approach focus especially movement. Old provide father few difficult country. Alone pressure including subject."
"Sandra Ray","Amiga","2022-03-24 17:06:00",5,""
"Jose Smith","Apple II","2022-11-15 11:23:50",4,""
"Jose Smith","Komputer 2086","2022-06-09 03:03:40",5,""
"Jasmin Martinez","Commodore 64","2022-05-04 15:42:40",5,"Kid important common add when weight. Knowledge again option security table six."
"David Edwards","Commodore 64","2022-08-16 13:30:03",1,"Unit cover right study. Medical actually likely sort high modern model professor. Rest remember information near begin same top. Wide business to win laugh."
"David Edwards","ZX Spectrum","2022-02-16 09:34:11",4,"Beyond place professional probably look. Tough option loss so reality time heart. Leg hundred ground arm."
"David Edwards","Amiga","2022-12-18 23:35:08",5,""
"Allison Brooks","Commodore 64","2022-12-19 13:36:02",1,"Ask stock happen big. Body property financial window with. Former bring notice maintain administration suffer he."
"Allison Brooks","PCjr","2022-12-19 06:21:05",5,"Provide garden wall finally treat increase. Matter benefit clearly expect many discuss style."
"Gabrielle Klein","Commodore 64","2022-05-10 02:09:17",4,"Across kid this source. Operation sure civil Democrat account theory."
"Kenneth Hull","Commodore 64","2022-06-02 18:23:37",4,"Clear in organization already rock American. Central somebody recent ahead far shake his."
"Kenneth Hull","ZX Spectrum","2022-04-13 15:32:35",4,"Language management boy."
"Cynthia Fischer","Commodore 64","2022-09-19 17:32:22",5,"Little company everybody language study effort. Case against whether adult once factor note. Shake leader seem security."
"Cynthia Fischer","Amiga","2022-09-01 10:03:35",5,"Here heart health probably. Turn center away resource."
"Jennifer Morris","Commodore 64","2022-03-01 10:03:05",1,"Whether argue son popular lay hear. History charge camera year important. Majority believe one get relationship executive drive."
"Jennifer Morris","ZX Spectrum","2022-01-29 22:02:31",5,""
"Kayla Alexander","Lambda 8300","2022-03-26 18:59:50",2,"Trouble civil major together wide. Point give onto support. Claim whole plant measure throw expect do."
"Lynn Harris","Apple II","2022-12-31 08:56:45",5,""
"Lynn Harris","ZX Spectrum","2022-03-21 14:47:29",3,""
"Lynn Harris","Amiga","2022-11-09 06:26:40",4,"Onto song state professional measure standard animal."
"Lauren White","ZX Spectrum","2022-06-27 00:33:08",5,""
"Andrew Harrison","Amiga","2022-05-10 06:16:16",5,"However my animal sense change situation. Beat bring class plan east share. Involve he nice necessary guy."
"Jerry Sanchez","Commodore 64","2022-09-29 03:23:13",1,"Field where we without. Too station my even. Measure place similar job source couple ever probably."
"David Crosby","Commodore 64","2022-11-30 19:35:43",4,""
"Cody Hardin","TRS-80 Color Computer 2","2022-04-17 15:05:20",5,"Expect recently mean fact no. Return hot example piece computer American trouble money. Laugh middle stand push within reason ready."
"Cody Hardin","ZX Spectrum","2022-09-05 18:16:27",2,""
"Seth Baxter","Amiga","2022-01-23 03:24:16",5,""
"Phillip Gray","ZX Spectrum","2022-10-28 01:00:12",4,"Car anyone far ask. Customer over fish side employee somebody. Picture American arm phone beat get up. Natural hair wrong only positive fall they."
"Phillip Gray","Amiga","2022-06-01 13:04:21",5,"Affect despite up laugh that police. Street floor successful."
"William Alvarado","Apple II","2022-03-10 20:40:34",1,""
"William Alvarado","Commodore 64","2022-10-28 13:46:03",5,""
"Sara Williams","Commodore 64","2022-08-08 06:49:06",5,""
"Zachary Dennis","Commodore 64","2022-08-03 09:20:03",2,"Bank however time five piece. Peace work religious energy."
"Zachary Dennis","Amiga","2022-06-18 14:06:31",5,""
"Jonathan Rhodes MD","Commodore 64","2022-12-01 02:12:03",4,"Necessary yard arrive. Under education entire leader. Consider reduce deep radio join eye."
"Jonathan Rhodes MD","Amiga","2022-03-01 15:56:05",5,""
"Anthony Powell","Z1013","2022-09-05 21:46:35",5,"Somebody establish down option campaign deep. Recognize save example program thank."
"Christine Turner","Commodore 64","2022-04-06 17:19:09",4,""
"John Collier","Apple II","2022-05-07 03:28:13",1,""
"John Collier","ZX Spectrum","2022-11-16 10:27:46",4,""
"Natalie Brown","Apple II","2022-11-21 08:25:45",5,""
"Natalie Brown","Commodore 64","2022-06-21 05:04:05",4,""
"Natalie Brown","Amiga","2022-03-27 19:14:12",4,""
"Michael Fletcher","Apple II","2022-06-13 23:45:33",1,"Within fight doctor situation full night six. Computer we determine home hair. Through any tough high. Office sing article our four idea."
"Michael Fletcher","Commodore 64","2022-01-30 20:04:37",5,""
"James Nguyen","Amiga","2022-06-17 06:21:40",5,""
"Tracy Costa","ZX Spectrum","2022-03-08 01:39:54",1,"Century PM together return within. Make become art later."
"Justin West","Commodore 64","2022-11-18 22:06:08",5,""
"Victoria Buchanan","Apple II","2022-10-17 09:55:39",1,"Indeed always economy once reflect rate. Paper site claim movie interview develop alone. Whole expect probably seem week student turn. Give instead consumer determine move serious son."
"Victoria Buchanan","ZX Spectrum","2022-02-26 11:37:37",4,"Growth expert TV base space keep. Face society our wide never building."
"Mary Morgan","Commodore 64","2022-08-02 11:43:23",5,""
"Mary Morgan","ZX Spectrum","2022-11-05 16:24:02",3,""
"Matthew Gonzalez","Commodore 64","2022-03-31 02:06:18",5,""
"Jessica Brown","Commodore 64","2022-07-31 02:31:03",5,"Civil visit reality board cell."
"Paige Rich","Apple II","2022-07-19 12:40:23",5,"Part site large weight know. Top wife green."
"Lisa Campbell","Commodore 64","2022-08-25 21:31:38",3,"Where relate it feeling require on. Thousand environmental cost teacher ability put."
"Jennifer Moran","Commodore 64","2022-05-05 15:37:49",5,""
"Jason Lewis","Commodore 64","2022-05-09 03:05:22",5,""
"Russell Houston","Atari 130XE","2022-01-18 07:02:31",1,""
"Stanley Marquez","Commodore 64","2022-09-09 21:19:37",1,"Job and energy. Establish position newspaper cause better watch."
"Stanley Marquez","Comx-35","2022-11-07 21:19:01",5,"Scene tell event type short return rich. Participant lose worker foreign economy during."
"Stanley Marquez","Amiga","2022-03-08 05:20:11",5,"However everything trouble music from. Worker hair ten information. Practice interest international rate child perform drive."
"Michael Ford","Commodore 64","2022-09-02 07:01:00",5,""
"Michael Ford","Amiga","2022-03-10 08:28:52",5,"West with room lose bill her modern. Poor senior time friend always."
"Danielle Norris","Vector-06C","2022-01-02 10:52:12",3,"Realize green individual his nearly southern. Growth forget choose computer teach."
"Nicholas Pearson","Amiga","2022-03-11 07:31:06",5,""
"Angela Thompson","Commodore 64","2022-12-06 05:07:55",5,""
"Angela Thompson","ZX Spectrum","2022-06-19 07:44:13",1,""
"Jennifer Ellis","Commodore 64","2022-04-01 21:19:22",2,"Parent risk method natural water some. Toward than a exactly top. Southern team tree floor."
"Mindy Butler","Commodore 64","2022-02-02 17:54:54",5,""
"Daniel Powers","Apple II","2022-04-22 05:20:42",4,""
"Daniel Powers","Commodore 64","2022-05-07 20:19:37",1,""
"Thomas Mcconnell","ZX Spectrum","2022-04-23 12:24:59",5,""
"Barry Anderson","Apple II","2022-02-16 04:53:10",4,"Receive would PM better represent factor."
"Barry Anderson","Commodore 64","2022-12-25 02:09:50",4,""
"Barry Anderson","Grundy NewBrain","2022-12-19 12:14:02",4,""
"Barry Anderson","ZX Spectrum","2022-09-24 13:58:38",5,""
"James Love","Amiga","2022-01-26 17:02:49",5,"Past seven Congress house item character face. Wife serious finish."
"Anthony Simpson","Honeywell 316","2022-08-14 17:27:57",4,""
"Crystal Mendez","ZX Spectrum","2022-01-14 06:14:10",4,"Us various sit site step question assume. Think thousand step who sign reason natural scientist."
"Crystal Mendez","Amiga","2022-11-10 13:55:29",2,""
"Mrs. Diana Howard","Commodore 64","2022-04-10 13:17:27",5,""
"Jessica Foley","Commodore 64","2022-01-19 09:04:33",5,""
"Gary Lewis","Acorn Atom","2022-10-21 12:44:29",5,""
"Gary Lewis","ZX Spectrum","2022-08-28 04:02:22",4,"Air main might serve last father certainly. Economic arm difference doctor couple. Stand audience suddenly less."
"Jennifer Jones","CT-80","2022-12-18 23:46:05",1,"Congress certainly everything teacher. Allow discuss federal family want could relate explain. Training open western bank early senior brother."
"Jennifer Jones","Commodore 64","2022-05-17 17:00:00",2,"Speak third see. Approach Democrat black."
"Benjamin Woods","Apple II","2022-06-11 08:21:32",1,""
"Benjamin Woods","Commodore 64","2022-03-30 20:39:37",4,""
"Christian Williams","Commodore 64","2022-10-02 01:05:50",5,"Particularly red involve now thus movie realize. Relationship else gas all."
"Christian Williams","Amiga","2022-09-01 22:31:24",4,""
"David Morales","Commodore 64","2022-10-30 16:19:10",1,"Threat one fund identify whether. Cultural court seat investment industry impact. Blue more theory."
"David Morales","CPC 664","2022-03-28 21:24:33",4,""
"Daniel Mercer","Commodore 64","2022-09-10 00:46:40",4,""
"Daniel Mercer","ZX Spectrum","2022-03-25 07:14:44",5,""
"Daniel Mercer","Amiga","2022-09-17 10:00:28",5,""
"Jenny Rose","Amiga","2022-06-03 06:49:44",5,""
"Evelyn Callahan","BBC Micro","2022-05-10 03:39:10",3,""
"Evelyn Callahan","Atari ST","2022-09-29 13:58:03",5,"Company allow close traditional career away change. Woman by bag financial past indeed. Full entire special also prepare want beat might."
"Evelyn Callahan","Amiga","2022-06-28 01:30:46",4,"Almost pass assume set meeting federal. Personal Congress stay religious mouth."
"Veronica Burnett","BBC Micro","2022-02-03 09:14:49",5,""
"Veronica Burnett","Amiga","2022-06-12 22:25:18",5,""
"Madison Wood","Commodore 64","2022-10-25 19:51:43",5,"Direction young detail participant society east. Focus hand alone receive girl set. Security son keep environmental reveal note ask."
"Brett Kidd","Amiga","2022-07-01 08:49:06",1,""
"Joe Martin","ZX Spectrum","2022-06-12 00:32:10",1,"Age ball very town role edge. Growth reach go there point experience direction."
"Kimberly Wood","Commodore 64","2022-02-03 08:30:07",3,""
"Kimberly Wood","ZX Spectrum","2022-03-19 20:02:59",5,"Yard real crime establish whole public office. Action perform least today day wonder every."
"Eric Nguyen","Commodore 64","2022-06-09 04:42:42",5,"Maintain medical try. Happen tonight various attorney."
"Kathy Cox","Commodore 64","2022-01-05 07:37:22",5,""
"Kathy Cox","CPC 6128","2022-02-25 22:51:06",1,"Play alone occur policy discover tax. Story always similar treat."
"Kathy Cox","Amiga","2022-09-11 12:22:39",5,""
"Charles Stewart","ZX Spectrum","2022-07-22 14:46:07",4,""
"Lisa Riley","Commodore 64","2022-12-09 22:13:59",5,""
"Linda Lara","Video Genie","2022-06-17 22:07:13",1,"Church dinner bit fly operation consumer guy. Figure process understand. History someone carry within authority party."
"Linda Lara","BBC Micro","2022-01-11 06:35:38",4,""
"Steven White","Amiga","2022-04-17 01:35:21",1,""
"John Pratt","BBC Micro","2022-08-31 12:28:37",5,"Just seek draw many. Method professional me generation. Sense economy opportunity coach position happy. Even be choice can entire with."
"Jacob Doyle","Apple II","2022-04-07 14:38:46",5,""
"Jacob Doyle","ZX Spectrum","2022-05-16 19:00:03",5,"Truth language color mind expect training."
"Jacob Doyle","Amiga","2022-01-07 03:38:53",4,""
"Cheyenne Baker","Amiga","2022-03-27 15:34:39",5,""
"Joseph Mcbride","Commodore 64","2022-11-04 08:39:43",1,"Single name coach order against. Exactly may phone fact themselves."
"Erika Stewart","CT-80","2022-03-06 15:04:24",1,""
"Erika Stewart","Commodore 64","2022-03-23 03:19:45",2,""
"Erika Stewart","Amiga","2022-01-28 22:39:08",4,"Sense someone specific wife. Group fear nor measure president figure. View media hit miss job."
"Matthew Wang","Amiga","2022-09-11 04:33:53",4,""
"Jose Johnson","Amiga","2022-08-20 01:26:25",3,""
"James Singh","Amiga","2022-02-04 13:53:46",1,""
"Melissa Smith","Commodore 64","2022-08-04 23:38:34",5,""
"Melissa Smith","Amiga","2022-06-15 09:37:56",5,""
"Kristen Andrews","Commodore Executive 64","2022-03-17 17:14:30",4,""
"Kristen Andrews","Amiga","2022-06-22 14:07:59",1,"Put loss however order. Enjoy region laugh defense despite. Chair paper bad evidence thing together."
"Howard Hoffman","Commodore 64","2022-02-10 07:55:38",3,""
"Howard Hoffman","Amiga","2022-06-26 14:43:47",4,""
"Tyler Hawkins","PET","2022-10-27 16:59:38",1,"Own push son mind feeling leave painting. Option support task huge anything. Teach office drug which suddenly interesting. Later begin like media political board station."
"Tyler Hawkins","CPC 6128","2022-07-29 07:59:48",4,""
"Tyler Hawkins","Amiga","2022-12-23 17:18:47",4,"Society future our present good. Difficult walk partner relate growth still series."
"Pamela Griffith","Commodore 64","2022-11-20 23:22:29",4,"Enter thing former around. Decide performance find threat all eight style."
"Pamela Griffith","ZX Spectrum","2022-01-08 21:02:40",5,"Activity free experience choice debate girl fight someone. Recognize two allow reason else public."
"Robert Roberts","Pravetz 8D","2022-05-25 13:19:48",3,""
"Robert Roberts","Atari 800XL","2022-12-12 00:26:45",5,""
"Robert Roberts","Commodore 16","2022-11-01 14:43:19",3,"Notice choice hope election federal reduce process. Most street agree south think option far edge."
"Robert Roberts","Amiga","2022-10-21 11:22:31",1,"Decide assume avoid control second. Social give soon although. Conference eat weight necessary huge raise."
"Christy Hayes","Apple II","2022-12-05 17:00:45",1,"Boy interview share. Staff everything unit order. Fall number speak. List type he term factor type."
"Christy Hayes","ZX Spectrum","2022-07-30 01:26:01",5,"Through huge bag thank where. Sea entire space themselves well travel attention issue. Represent see mention lose partner raise cost."
"Christy Hayes","Amiga","2022-10-25 00:52:01",4,""
"Joshua Fox","Commodore 64","2022-01-16 03:35:11",5,"Source human citizen visit. Tell call all always improve participant week. Give machine force reality. Conference cup work allow everything price friend."
"Kristina Duran","Amiga","2022-01-17 07:50:34",5,"Effect measure size him choice. Full among list. Morning history front indeed fact."
"Regina Olson","Commodore 64","2022-12-10 06:32:51",5,""
"Regina Olson","Amiga","2022-06-11 11:06:25",5,"Song professional real ability own join reveal. Boy stop adult significant. Human goal determine own some."
"Ralph Thompson II","Commodore 64","2022-07-13 10:28:52",4,"Whom air beat natural. Important little rather why threat keep. Oil receive mother wonder Congress."
"Brian Johnson","Imagination Machine","2022-11-04 19:22:19",5,"Present character board effect. Piece per treat. Behavior than series."
"Brian Johnson","ZX Spectrum","2022-08-12 18:53:33",5,""
"Brian Johnson","CoBra","2022-09-25 13:19:31",4,"Ball prove dinner decide me it lose. Forward modern now allow. State class win according area. Dinner without recently political room."
"Leonard Barnes","Apple II","2022-12-05 10:16:46",5,""
"Leonard Barnes","Compucolor II","2022-06-14 09:47:34",3,"Once radio scientist total red section. Commercial between produce whose we."
"Leonard Barnes","Commodore 64","2022-11-21 03:10:21",1,""
"Bobby Wilson","Amiga","2022-12-22 12:46:18",3,""
"Stephanie Taylor","Commodore 64","2022-03-16 01:10:43",5,"Property well foot recently place structure notice. Than thing sure."
"Stephanie Taylor","ZX Spectrum","2022-05-24 06:35:28",5,""
"Stephanie Taylor","Amiga","2022-12-15 04:34:02",4,"Ground seat raise physical Republican avoid friend skin. Tonight well fall send something kitchen friend. Parent agent soon those."
"Mrs. Denise Boyer","Amiga","2022-10-05 11:56:55",5,""
"Annette Garcia","Apple II","2022-07-28 09:47:46",5,"Decade spend music upon central tonight almost. Sing exist test in group onto or. Political hear computer quality bag."
"Johnny Howell","Amiga","2022-06-10 20:59:57",5,"Leave listen his him reach should. Line well foot impact. Home expect brother author their door."
"Adam Mitchell","Commodore 64","2022-08-24 04:58:10",4,""
"Adam Mitchell","ZX Spectrum","2022-01-29 08:24:53",1,"Write fish soldier than do laugh program short. Group line party attack do three unit usually."
"Michelle Kelly","PC-1512","2022-09-20 03:06:35",4,"Nearly forget sound. Treatment beyond source degree wonder."
"Larry Patterson","Commodore 64","2022-10-30 07:52:07",5,""
"Larry Patterson","ZX Spectrum","2022-01-23 16:49:03",5,""
"Larry Patterson","Amiga","2022-06-01 22:29:31",5,"Able physical together continue success assume. Lead seven along stay. Key computer high bit."
"Joseph Lopez","Commodore 64","2022-03-11 19:27:32",4,"Back court forward task hotel although now. Receive movie find between campaign middle. Believe usually book stock find save."
"Teresa Todd","Commodore 64","2022-05-10 06:56:45",4,"All middle success data reduce. Knowledge remember so dream possible white cold. Finally picture manager news hour."
"Elizabeth Roberts","Amiga","2022-08-27 00:26:23",1,"Quickly act clear while painting. Travel tonight window skill big."
"Wendy Brown","Commodore 64","2022-09-10 18:18:18",5,"Seat appear human paper gun."
"Wendy Brown","Plus/4","2022-10-06 01:57:31",4,"Return lot truth image feeling. Likely building long between."
"Wendy Brown","Amiga","2022-09-22 23:22:52",4,""
"Stephanie Baker","Commodore 64","2022-02-22 07:47:15",5,"Family watch accept. Market cover former. Three at expect reflect management."
"Jeffrey Guerrero","ZX Spectrum","2022-05-09 04:16:42",4,""
"Jeffrey Guerrero","Amiga","2022-06-11 22:10:01",4,""
"Ivan Shaw","Amiga","2022-12-11 21:59:54",1,""
"Taylor White","ZX Spectrum","2022-04-23 22:55:32",4,""
"Taylor White","Amiga","2022-11-15 20:01:41",3,"Moment walk close significant. Street feel travel sign. Situation need scene list."
"Taylor White","Sharp X68000","2022-04-28 19:26:32",5,"Again born money local record help support. Likely situation seem crime sign image economic."
"Barbara Wolfe","Amiga","2022-05-29 03:49:57",4,""
"Barbara Wolfe","A7000","2022-10-07 12:19:09",1,""
"Shannon Hart","Commodore 64","2022-03-09 16:33:55",4,""
"Eugene Jensen","BBC Micro","2022-02-24 12:21:20",4,""
"Eugene Jensen","Commodore 64","2022-05-14 04:01:42",2,""
"Eugene Jensen","Amiga","2022-03-11 18:19:09",4,""
"Miss Sarah Vazquez","BBC Micro","2022-01-06 06:09:22",4,""
"Lance Turner","Atari 130XE","2022-08-12 04:25:17",4,""
"Lance Turner","PMD 85","2022-11-13 22:34:16",5,"Hundred anything economic analysis want under blood recently. Million feeling mission thank site."
"Erin Carter","Apple II","2022-04-13 19:53:47",5,""
"Erin Carter","Commodore 64","2022-06-20 23:08:43",1,"Difficult professor add card southern compare trade white. Even push quite course approach make."
"Justin Carney","Amiga","2022-12-24 04:11:07",1,""
"Justin Carney","Vector-06C","2022-03-08 11:00:04",3,"Threat argue expert candidate own plant. Along environmental seat city picture most debate score. Marriage must purpose speech."
"Kevin Wells","ZX Spectrum","2022-07-12 23:31:41",4,"Friend degree computer successful next collection when several. Floor his million down fish tell. Begin trade individual project talk."
"Kevin Wells","TVC","2022-10-08 00:50:36",5,""
"Michael Hester","Amiga","2022-05-08 23:25:04",4,"Claim son ground surface gun where effort. Second effect certain pressure total century interview research."
"Eric Howard","ZX Spectrum","2022-06-03 16:50:40",4,"Evening hear become always. Treatment memory show. Visit marriage rock wear research position Congress civil."
"Eric Howard","Amiga","2022-03-21 10:18:58",5,""
"Joshua Foley","ZX Spectrum","2022-08-17 03:11:54",5,""
"Susan Wright","Commodore 64","2022-05-25 14:24:13",4,"Put coach popular amount contain. Figure scientist would gas. Thus because break record face matter."
"Ian Moreno","Apple II","2022-08-29 19:24:50",4,""
"Rebecca Koch","ZX Spectrum","2022-05-19 20:40:20",1,"Bad evening field. Operation accept when million interest."
"Robert Daniels","Apple II","2022-09-12 11:52:28",1,""
"Robert Daniels","Commodore 64","2022-06-30 08:08:30",5,"Score thought employee source store. Effect eat second."
"Robert Daniels","ZX Spectrum","2022-04-29 02:34:42",1,""
"Robert Daniels","Gradiente Expert","2022-12-31 01:29:46",5,""
"Robert Daniels","MAŤO","2022-12-01 23:52:15",5,""
"Cindy Hamilton","Apple II","2022-09-17 00:32:54",1,""
"Cindy Hamilton","Commodore 64","2022-02-28 03:48:57",3,""
"Cindy Hamilton","Amiga","2022-02-27 23:10:22",4,""
"Courtney Combs","Amiga","2022-07-26 01:10:02",2,"A painting need health chance far share. As moment morning level worker. Baby just most fire."
"Arthur Turner","Amiga","2022-11-19 00:23:17",5,"While war hope. Run actually born include author course make. Officer who decide face."
"Mark Jones","NEC PC-100","2022-08-13 23:39:28",5,"Before example western evidence admit itself mother. Police person maintain. Year senior federal because approach economy week."
"Caitlin Odonnell","CCE MC-1000","2022-10-12 09:34:10",4,""
"Julia Chen","ZX Spectrum","2022-01-10 21:43:11",5,"Trial because be poor with."
"Donna Dunlap","Amiga","2022-09-16 06:36:52",4,""
"Donna Dunlap","Falcon","2022-08-12 23:11:31",4,"Religious person his soldier well. Over none board about clear."
"Joshua Torres","Amiga","2022-10-29 05:16:40",4,""
"Jodi Callahan","Apple II","2022-02-08 04:27:10",3,"Share suggest group. Cultural technology be gas. Contain method rule remain. Visit young ahead I without."
"Jodi Callahan","ZX Spectrum","2022-03-10 09:25:14",4,""
"Brenda Juarez","ZX Spectrum","2022-11-09 08:48:35",5,""
"Brenda Juarez","Amiga","2022-04-19 06:21:35",5,"Pass particularly relate. Show ten federal age."
"Bruce Pineda","Commodore 64","2022-03-01 15:29:16",5,"Myself move site subject government. Close information control difficult."
"Joseph Stewart","Commodore 64","2022-01-29 14:22:44",1,""
"Chris Ellis","ZX Spectrum","2022-09-25 12:03:33",4,""
"Chris Ellis","Amiga","2022-05-12 13:23:21",5,"Time line too skill very. Can the what third can."
"Terry Huang","Commodore 64","2022-06-02 02:07:11",5,"Six allow thought music style machine yourself. Behavior anything general discover. Recently according like such. Billion put seat new story."
"Terry Huang","ZX Spectrum","2022-09-15 00:32:58",4,""
"Lisa Rodriguez","Commodore 64","2022-05-18 03:25:52",5,""
"Dylan Perry","Commodore 64","2022-07-06 13:09:57",1,"Article modern instead financial building. Learn left newspaper blood southern task."
"Alexander Marshall","Amiga","2022-06-27 16:44:53",1,"Yet career building imagine finish take body. Nearly land position direction treat task. Young morning laugh. No myself model anything include seat."
"Pamela Miller","Amiga","2022-02-28 16:23:28",4,""
"Erika Wilson","ZX Spectrum","2022-07-18 04:06:48",3,"Model production opportunity head. Road whole like charge yourself."
"Rachel Allen","Apple II","2022-02-06 11:27:55",4,""
"Shannon Woods","Sord M5","2022-05-29 01:22:34",4,"Both series federal tell daughter. Can allow yet gas reduce. Painting herself exactly police out across. End nature home show key food guy."
"Darrell Blankenship","Amiga","2022-07-04 23:59:08",5,""
"Mary Wood","ZX Spectrum","2022-08-13 04:56:19",2,"Couple big reveal according agent hear around their. Our real magazine coach concern rate significant."
"Reginald Gutierrez","Amiga","2022-12-28 20:11:57",1,""
"Mrs. Jessica Henderson","Commodore 64","2022-11-06 05:11:39",5,""
"Susan White","Commodore 64","2022-04-26 19:48:58",3,""
"Susan White","ZX Spectrum","2022-03-05 19:11:40",5,"Expert control science month almost enter theory no. Must trade control add dog reach allow never. Nice rise recent."
"Andrew Moore","Apple II","2022-07-01 05:09:39",5,"Peace himself no. Than include act space interesting mind work. Throughout man decision."
"Andrew Moore","ZX Spectrum","2022-10-27 18:42:40",5,""
"Vanessa Murray","Commodore 64","2022-08-04 04:19:39",5,""
"Vanessa Murray","MTX512","2022-05-20 07:18:48",5,"Behavior kind memory station type article agree. Friend ball site trouble production where might. Sit two majority top better."
"Vanessa Murray","Amiga","2022-05-12 04:26:37",5,""
"Cynthia Welch MD","Commodore 64","2022-05-26 02:08:16",5,""
"David Hart","Apple II","2022-08-28 20:13:53",4,""
"David Hart","BBC Micro","2022-11-16 04:06:41",5,"Leg operation write cold military tonight. Without both law ten follow magazine."
"Benjamin Hall","Iskra-1030","2022-02-01 10:23:17",5,""
"Ricky Lewis","Amiga","2022-04-23 17:15:19",5,""
"Devin Kaiser","Amiga","2022-05-10 17:14:44",4,""
"Stephanie May","ZX Spectrum","2022-02-05 02:25:58",4,""
"Randy Gray","Commodore 64","2022-12-16 14:20:26",4,""
"James Perry","Commodore 64","2022-01-04 22:54:19",4,""
"Christopher Bishop","BBC Micro","2022-02-04 18:56:23",4,""
"Patricia Chaney","Commodore 64","2022-01-20 02:47:28",5,""
"Patricia Chaney","Amiga","2022-02-13 05:05:29",3,""
"Justin Hudson","Commodore 64","2022-09-27 23:07:46",5,"Today recent tax budget hour nice. Each finish hand argue theory partner."
"Justin Hudson","ZX Spectrum","2022-06-11 18:36:13",4,"Catch environmental against ever place serious word."
"Justin Hudson","Amiga","2022-06-23 01:29:13",5,"Condition tend thought form bit drive prove. How page safe million care."
"Mercedes Hernandez","Amiga","2022-11-09 01:17:58",4,""
"David Castro","BBC Micro","2022-07-26 17:13:28",4,"Television trouble anyone nature. Maybe speech performance kitchen can onto interest."
"David Castro","Commodore 64","2022-03-24 08:53:25",2,"Home together table nothing side should grow different. Sell war worry behavior someone. Far time health campaign."
"Matthew Phillips","Amiga","2022-05-13 20:24:50",1,""
"David Jackson","ZX Spectrum","2022-06-02 05:07:33",3,""
"Kevin Gordon","PC-6000","2022-09-09 19:14:06",4,""
"Kevin Gordon","Commodore 64","2022-12-30 21:26:39",5,""
"Kevin Gordon","ZX Spectrum","2022-12-24 11:30:16",4,""
"Trevor Nelson","TRS-80 Color Computer","2022-10-15 19:21:29",4,""
"Trevor Nelson","Amiga","2022-06-15 22:32:00",1,"Hand day against story. Base live doctor along or today sort his."
"Angela Rogers","Commodore 64","2022-02-03 01:16:20",4,"Light sea protect only. Daughter finish local player subject whatever room watch."
"Angela Rogers","Lambda 8300","2022-03-16 04:50:32",4,""
"Rachel Martin","Apple II","2022-09-07 16:48:31",5,""
"Rachel Martin","Commodore 64","2022-09-16 14:20:55",1,""
"Rachel Martin","Tandy 1000","2022-07-09 00:32:35",5,""
"Bobby Barker","Apple II","2022-06-22 09:46:17",4,""
"Jason Parks","TRS-80 Color Computer","2022-07-13 15:46:56",4,""
"Jason Parks","Amiga","2022-04-08 14:09:24",5,"Against some amount dream because. Media agreement consumer quite behavior."
"Timothy Allen","Amiga","2022-01-08 19:45:40",5,""
"Shelia Kelley","Commodore 64","2022-03-21 10:41:11",5,""
"Donna Gould","Commodore 64","2022-08-29 06:09:59",1,""
"Donna Gould","ZX Spectrum","2022-08-10 02:56:37",5,"Information government ask hair fire best. Argue it real mother ball."
"Emily Turner","Atari 1200XL","2022-09-01 17:51:53",5,""
"Elizabeth Stevens","Commodore 64","2022-05-28 09:33:11",4,"Radio step kitchen high size travel body. Understand her term mother blue."
"Michael Day","Commodore 64","2022-08-24 06:44:49",3,"Risk century goal traditional green foreign. Help investment defense coach. Meet though notice safe."
"Michael Day","Amiga","2022-09-16 23:39:40",4,""
"Richard Wade","BBC Micro","2022-03-10 04:29:25",4,""
"Richard Wade","ZX Spectrum","2022-11-16 21:34:08",5,""
"Jacob Stein","Amiga","2022-03-20 05:05:39",2,""
"Donald Silva","ZX Spectrum","2022-07-06 05:30:42",5,"Lawyer of use series. Ahead pattern list because explain. Large same real now turn."
"Corey Bell","ZX Spectrum","2022-04-22 00:42:03",4,"Actually talk defense know floor discuss drug. Successful three maybe consider."
"Joshua Brown","Commodore 64","2022-12-10 21:04:55",1,""
"George Malone","Amiga","2022-03-30 17:00:27",4,"Couple forward later recently become position. Care despite skill school."
